forward	backward	user
0	0	15
264.9	0	15
2496.4	0	15
2496.4	2495	15
2496.4	2495	15
2496.4	2495	15
2496.4	2495	15
2496.4	2495	15
2496.4	2495	15
2496.4	2495	15
2496.4	2495	15
2496.4	2495	15
2496.4	2495	15
2496.4	2495	15
2496.4	2495	15
2496.4	2495	15
2496.4	2495	15
2496.4	2495	15
2761.3	2495	15
2761.3	2759	15
2761.3	2759	15
2761.3	2759	15
2761.3	2759	15
2761.3	2759	15
2761.3	2759	15
2761.3	2759	15
3026.2000000000003	2759	15
3026.2000000000003	3023	15
3026.2000000000003	3023	15
3052.1000000000004	3023	15
3150.0000000000005	3023	15
3150.0000000000005	3145	15
3150.0000000000005	3145	15
3150.0000000000005	3145	15
3150.0000000000005	3145	15
3150.0000000000005	3145	15
3150.0000000000005	3145	15
3150.0000000000005	3145	15
3150.0000000000005	3145	15
3150.0000000000005	3145	15
3150.0000000000005	3145	15
3150.0000000000005	3145	15
3414.9000000000005	3145	15
3414.9000000000005	3409	15
3414.9000000000005	3409	15
3680.0583330000004	3409	15
3855.2683330000004	3409	15
3855.2683330000004	3849	15
3855.2683330000004	3849	15
4343.868333	3849	15
4343.868333	4337	15
4343.868333	4337	15
5128.6069990000005	4337	15
5128.6069990000005	4381.5	15
5131.681999	4381.5	15
5131.681999	4434.67	15
5134.189332	4434.67	15
5134.189332	4474.96	15
5137.807998	4474.96	15
5137.807998	4515.11	15
5137.807998	5126.11	15
5137.807998	5126.11	15
5773.180665	5126.11	15
5773.180665	5142.259999999999	15
5773.180665	5760.259999999999	15
5773.180665	5760.259999999999	15
5773.180665	5760.259999999999	15
6410.775664	5760.259999999999	15
6504.755664	5760.259999999999	15
6509.13833	5760.259999999999	15
6554.58833	5760.259999999999	15
6559.136662999999	5760.259999999999	15
6600.006662999999	5760.259999999999	15
6627.656661999999	5760.259999999999	15
6639.5766619999995	5760.259999999999	15
6641.656327999999	5760.259999999999	15
6641.656327999999	5775.159999999999	15
6642.656327999999	5775.159999999999	15
6665.166327999999	5775.159999999999	15
6665.166327999999	6646.159999999999	15
6665.166327999999	6646.159999999999	15
6665.166327999999	6646.159999999999	15
6665.166327999999	6646.159999999999	15
6665.166327999999	6646.159999999999	15
7614.705660999999	6646.159999999999	15
7614.705660999999	6666.289999999999	15
7614.705660999999	6682.289999999999	15
7617.411660999999	6682.289999999999	15
7657.401660999999	6682.289999999999	15
7657.401660999999	7635.289999999999	15
8612.002993999999	7635.289999999999	15
8643.412993999998	7635.289999999999	15
8643.412993999998	8620.289999999999	15
8643.412993999998	8620.289999999999	15
8643.412993999998	8620.289999999999	15
9132.012993999999	8620.289999999999	15
9556.012993999999	8620.289999999999	15
9556.012993999999	9532.289999999999	15
9556.012993999999	9532.289999999999	15
9556.012993999999	9532.289999999999	15
10496.072992999998	9532.289999999999	15
10506.972992999998	9532.289999999999	15
10508.735325999998	9532.289999999999	15
10508.735325999998	9534.22	15
10508.735325999998	10483.22	15
10508.735325999998	10483.22	15
10508.735325999998	10483.22	15
10508.735325999998	10483.22	15
10508.735325999998	10483.22	15
10508.735325999998	10483.22	15
11594.382657999999	10483.22	15
11594.382657999999	10552.96	15
11596.750989999999	10552.96	15
11611.800989999998	10552.96	15
11613.779655999999	10552.96	15
11629.299656	10552.96	15
11650.171654999998	10552.96	15
11650.171654999998	10570.929999999998	15
11669.133653999997	10570.929999999998	15
11669.133653999997	10587.569999999998	15
11669.133653999997	10587.569999999998	15
11669.133653999997	11639.569999999998	15
11669.133653999997	11639.569999999998	15
11669.133653999997	11639.569999999998	15
11669.133653999997	11639.569999999998	15
11669.133653999997	11639.569999999998	15
12813.018986999998	11639.569999999998	15
12813.018986999998	11668.679999999998	15
12813.018986999998	12781.679999999998	15
12813.018986999998	12781.679999999998	15
15767.418986999997	12781.679999999998	15
15774.646652999998	12781.679999999998	15
15792.546652999998	12781.679999999998	15
15792.546652999998	15759.679999999998	15
18777.310652999997	15759.679999999998	15
18777.310652999997	17822.879999999997	15
18971.910652999995	17822.879999999997	15
18971.910652999995	18936.879999999997	15
18971.910652999995	18936.879999999997	15
18971.910652999995	18936.879999999997	15
18971.910652999995	18936.879999999997	15
20086.510652999994	18936.879999999997	15
20086.510652999994	20050.879999999997	15
20086.510652999994	20050.879999999997	15
21201.110652999992	20050.879999999997	15
21327.21065299999	20050.879999999997	15
21327.21065299999	21290.879999999997	15
21327.21065299999	21290.879999999997	15
21327.21065299999	21290.879999999997	15
21327.21065299999	21290.879999999997	15
21327.21065299999	21290.879999999997	15
21327.21065299999	21290.879999999997	15
21327.21065299999	21290.879999999997	15
21327.21065299999	21290.879999999997	15
21327.21065299999	21290.879999999997	15
21327.21065299999	21290.879999999997	15
22671.71065299999	21290.879999999997	15
22671.71065299999	22634.879999999997	15
22671.71065299999	22634.879999999997	15
22671.71065299999	22634.879999999997	15
22671.71065299999	22634.879999999997	15
22671.71065299999	22634.879999999997	15
22671.71065299999	22634.879999999997	15
22671.71065299999	22634.879999999997	15
24229.51065299999	22634.879999999997	15
24229.51065299999	24191.879999999997	15
25915.81065299999	24191.879999999997	15
25915.81065299999	25877.879999999997	15
25915.81065299999	25877.879999999997	15
25915.81065299999	25877.879999999997	15
25915.81065299999	25877.879999999997	15
27433.51065299999	25877.879999999997	15
27433.51065299999	26050.379999999997	15
27433.51065299999	26279.78	15
27433.51065299999	26481.78	15
27433.51065299999	26905.18	15
29010.21065299999	26905.18	15
29125.610652999992	26905.18	15
29281.41065299999	26905.18	15
29442.91065299999	26905.18	15
29764.71065299999	26905.18	15
29764.71065299999	29721.18	15
29764.71065299999	29721.18	15
29764.71065299999	29721.18	15
32592.38381699999	29721.18	15
32592.38381699999	29741.37	15
32592.38381699999	32547.37	15
35087.883816999994	32547.37	15
35087.883816999994	32547.37	15
35087.883816999994	32607.1	15
35087.883816999994	35042.1	15
38042.283816999996	35042.1	15
38042.283816999996	37996.1	15
40999.372774999996	37996.1	15
41039.00277499999	37996.1	15
41039.00277499999	37996.1	15
41039.00277499999	37996.1	15
41039.63077499999	37996.1	15
41039.63077499999	38030.299999999996	15
41043.41806499999	38030.299999999996	15
41043.41806499999	38038.06	15
41046.14770499999	38038.06	15
41056.50770499999	38038.06	15
41062.42529499999	38038.06	15
41062.42529499999	38067.939999999995	15
41065.16693499999	38067.939999999995	15
41087.57693499999	38067.939999999995	15
41095.57049299999	38067.939999999995	15
41118.20049299999	38067.939999999995	15
41118.20049299999	38067.939999999995	15
41118.20049299999	38067.939999999995	15
41118.828492999986	38067.939999999995	15
41118.828492999986	38098.10999999999	15
41118.828492999986	38567.60999999999	15
41118.828492999986	41062.60999999999	15
41118.828492999986	41062.60999999999	15
43624.48600299998	41062.60999999999	15
43643.596002999984	41062.60999999999	15
43645.47432299999	41062.60999999999	15
43672.854322999985	41062.60999999999	15
43672.854322999985	41062.60999999999	15
43700.54432299999	41062.60999999999	15
43933.34432299999	41062.60999999999	15
43933.34432299999	41383.10999999999	15
43933.34432299999	43878.10999999999	15
43933.34432299999	43878.10999999999	15
43933.34432299999	43878.10999999999	15
46750.14432299999	43878.10999999999	15
46750.14432299999	46694.10999999999	15
49566.944322999996	46694.10999999999	15
49567.744323	46694.10999999999	15
49567.744323	49510.10999999999	15
49690.644323	49510.10999999999	15
49690.644323	49632.10999999999	15
49690.644323	49632.10999999999	15
52507.444323	49632.10999999999	15
52507.444323	52448.10999999999	15
52507.444323	52448.10999999999	15
52507.444323	52448.10999999999	15
52507.444323	52448.10999999999	15
52507.444323	52448.10999999999	15
55002.944323	52448.10999999999	15
55002.944323	54943.10999999999	15
56520.644323	54943.10999999999	15
56605.144323	54943.10999999999	15
56690.444323	54943.10999999999	15
57069.144323	54943.10999999999	15
57184.544323	54943.10999999999	15
57340.344323000005	54943.10999999999	15
57501.844323000005	54943.10999999999	15
57501.844323000005	57438.10999999999	15
57501.844323000005	57438.10999999999	15
57501.844323000005	57438.10999999999	15
57501.844323000005	57438.10999999999	15
57501.844323000005	57438.10999999999	15
57501.844323000005	57438.10999999999	15
60318.64432300001	57438.10999999999	15
60318.64432300001	60254.10999999999	15
60318.64432300001	60254.10999999999	15
60318.64432300001	60254.10999999999	15
60318.64432300001	60254.10999999999	15
60318.64432300001	60254.10999999999	15
63142.93987300001	60254.10999999999	15
63142.93987300001	63078.10999999999	15
63142.93987300001	63078.10999999999	15
63142.93987300001	63078.10999999999	15
63142.93987300001	63078.10999999999	15
63142.93987300001	63078.10999999999	15
63142.93987300001	63078.10999999999	15
65967.235423	63078.10999999999	15
65967.235423	63085.30999999999	15
65967.235423	65412.70999999999	15
65967.235423	65900.70999999999	15
68784.03542300001	65900.70999999999	15
68784.03542300001	68716.70999999999	15
68784.03542300001	68716.70999999999	15
68784.03542300001	68716.70999999999	15
68784.03542300001	68716.70999999999	15
68784.03542300001	68716.70999999999	15
68784.03542300001	68716.70999999999	15
68784.03542300001	68716.70999999999	15
68784.03542300001	68716.70999999999	15
68784.03542300001	68716.70999999999	15
68784.03542300001	68716.70999999999	15
68784.03542300001	68716.70999999999	15
68784.03542300001	68716.70999999999	15
68784.03542300001	68716.70999999999	15
71600.83542300001	68716.70999999999	15
71600.83542300001	71532.70999999999	15
71600.83542300001	71532.70999999999	15
71600.83542300001	71532.70999999999	15
71600.83542300001	71532.70999999999	15
71600.83542300001	71532.70999999999	15
71600.83542300001	71532.70999999999	15
71600.83542300001	71532.70999999999	15
74417.63542300001	71532.70999999999	15
74417.63542300001	71853.20999999999	15
74417.63542300001	74348.20999999999	15
74417.63542300001	74348.20999999999	15
74417.63542300001	74348.20999999999	15
74417.63542300001	74348.20999999999	15
74417.63542300001	74348.20999999999	15
74417.63542300001	74348.20999999999	15
76019.13542300001	74348.20999999999	15
76019.13542300001	75949.20999999999	15
76019.13542300001	75949.20999999999	15
77760.71490100001	75949.20999999999	15
77760.71490100001	75968.01	15
77762.42155700001	75968.01	15
77762.42155700001	75999.03	15
77764.305877	75999.03	15
77764.305877	76053.89	15
77767.346179	76053.89	15
77788.466179	76053.89	15
77790.70649299999	76053.89	15
77799.93649299999	76053.89	15
77799.93649299999	77725.89	15
79480.91903499998	77725.89	15
79549.62903499999	77725.89	15
79552.181011	77725.89	15
79571.08101099999	77725.89	15
79573.34132499999	77725.89	15
79608.59132499999	77725.89	15
79657.29224699999	77725.89	15
79682.23224699999	77725.89	15
79684.17089899999	77725.89	15
79748.73089899999	77725.89	15
79759.897741	77725.89	15
79759.897741	77784.79	15
79763.03137499999	77784.79	15
79775.71137499998	77784.79	15
79776.94370499998	77784.79	15
79801.74370499999	77784.79	15
79845.821355	77784.79	15
79845.821355	77786.54	15
79845.821355	77826.92667599999	15
79918.00135499999	77826.92667599999	15
79919.64134499998	77826.92667599999	15
79967.28134499998	77826.92667599999	15
79967.28134499998	79881.92667599999	15
82036.25214299998	79881.92667599999	15
82036.25214299998	79995.25667599999	15
82036.25214299998	81949.25667599999	15
83994.64175699998	81949.25667599999	15
84072.09175699997	81949.25667599999	15
84072.09175699997	83984.25667599999	15
86141.39023699997	83984.25667599999	15
86172.45023699997	83984.25667599999	15
86174.31955699997	83984.25667599999	15
86201.64955699997	83984.25667599999	15
86203.34021299997	83984.25667599999	15
86251.14021299998	83984.25667599999	15
86251.14021299998	86160.25667599999	15
86251.14021299998	86160.25667599999	15
86251.14021299998	86160.25667599999	15
86251.14021299998	86160.25667599999	15
86251.14021299998	86160.25667599999	15
87852.64021299998	86160.25667599999	15
87858.44713099998	86160.25667599999	15
87871.91713099998	86160.25667599999	15
87872.91713099998	86160.25667599999	15
87920.84713099997	86160.25667599999	15
87929.69767499997	86160.25667599999	15
87958.97767499997	86160.25667599999	15
87962.13397499998	86160.25667599999	15
87962.13397499998	86247.78667599999	15
87962.13397499998	86247.78667599999	15
87988.99397499998	86247.78667599999	15
87991.20362299998	86247.78667599999	15
88018.33362299998	86247.78667599999	15
88024.10754899998	86247.78667599999	15
88067.69754899997	86247.78667599999	15
88067.69754899997	86247.78667599999	15
88099.59754899997	86247.78667599999	15
88100.65421499997	86247.78667599999	15
88149.01421499997	86247.78667599999	15
88150.35954299997	86247.78667599999	15
88206.25954299996	86247.78667599999	15
88210.52315899996	86247.78667599999	15
88210.52315899996	86634.54667599998	15
88217.20173699997	86634.54667599998	15
88217.20173699997	86745.31667599999	15
88226.87893499997	86745.31667599999	15
88270.61893499998	86745.31667599999	15
88272.65925299998	86745.31667599999	15
88307.73925299998	86745.31667599999	15
88308.98658299998	86745.31667599999	15
88348.45658299998	86745.31667599999	15
88349.45658299998	86745.31667599999	15
88381.23658299998	86745.31667599999	15
88381.23658299998	86745.31667599999	15
